episode,reward,loss,epsilon,hops,delay_ms,dropped,avg_util,avg_q_util,buf_size,buf_fill_pct,beta,mean_prio
8208,0.8862251366189716,0.10213884338736534,0.3418153152002015,2,15.472136037891392,0.0,0.025253639185762757,0.048038308226158837,20000,100.0,0.5719675000000001,0.41053307056427
8209,0.907755590255736,0.05587346851825714,0.34179397942117673,2,14.580379983612916,0.0,0.030960610550601935,0.0803484694069657,20000,100.0,0.5719775,0.37079188227653503
8210,0.4462716437294726,0.06673508323729038,0.3417513118583198,4,26.728619680763785,1.0,0.035183825434034734,0.10722838362228175,20000,100.0,0.5719925,0.3688422292470932
8211,-0.7839683753017859,0.06661671133978027,0.341676656439496,7,26.343629913442378,0.0,0.05291998526363976,0.06029972604868305,20000,100.0,0.57202,0.3569715108190264
8212,0.0005098991046056378,0.05682185739278793,0.3416233411253045,5,43.061182971632036,1.0,0.02326702313857346,0.0406944899244704,20000,100.0,0.5720500000000001,0.3559721529483795
8213,0.9343098512381888,0.07615615613758564,0.3416020173291145,2,11.799006723253235,1.0,0.04096534009526595,0.06470385656691438,20000,100.0,0.5720675000000001,0.419204443693161
8214,1.0621477681026177,0.0595744326710701,0.34159135593015366,1,3.419280019712906,0.0,0.0676373466961823,0.1230521145338177,20000,100.0,0.572075,0.3616476356983185
8215,0.5037795146820283,0.07139649117986362,0.3415593737296832,3,12.473622004802849,1.0,0.04526948726753219,0.06969164076317194,20000,100.0,0.5720850000000001,0.4029056429862976
8216,0.9263654573175344,0.05977429263293743,0.3415380539262758,2,11.243916091632475,1.0,0.06787587306705815,0.17179649972709216,20000,100.0,0.5720975,0.34976726770401
8217,-3.6017149993937045,0.061107558863503594,0.34146344509355037,7,46.11028291659701,1.0,0.033096680098055234,0.041648885367929614,20000,100.0,0.57212,0.3551629526274545
8218,1.0441153605040314,0.03339212387800217,0.341452788019429,1,1.3731501627089049,0.0,0.027084297637123018,0.05719974610578847,20000,100.0,0.57214,0.44144755601882935
8219,-3.2154077972030755,0.05967447693858828,0.34137819781300216,7,28.789030214779142,1.0,0.04830400858907376,0.06457305203896838,20000,100.0,0.57216,0.37658113666943144
8220,-3.719462887452168,0.061071113284145086,0.341303623900772,7,30.876124610037625,1.0,0.02551376959714988,0.01734442074193663,20000,100.0,0.572195,0.3689742982387543
8221,0.9861251573270742,0.04595721513032913,0.3412929718146701,1,8.95659188563711,0.0,0.06756293960794332,0.17137152431082292,20000,100.0,0.572215,0.35040348768234253
8222,0.2620641053949977,0.06608617585152388,0.3412503667946747,4,19.318711525320936,0.0,0.021799583388424224,0.025750705365577102,20000,100.0,0.5722275,0.37494339793920517
8223,0.9733943635019494,0.030717105604708195,0.3412290662791791,2,9.602031187189208,0.0,0.05305941150534076,0.058613616457782264,20000,100.0,0.5722425,0.3611757904291153
8224,0.8584411308595024,0.050810916970173516,0.34119711799883,3,11.837894972222617,1.0,0.03728521805526263,0.046955898079831235,20000,100.0,0.5722550000000001,0.3387024799982707
8225,0.7504847795986979,0.055484836300214134,0.34116517270970503,3,24.763499099288673,0.0,0.0335377586985986,0.056518934983209555,20000,100.0,0.5722700000000001,0.37047483523686725
8226,-0.02722652499031386,0.07701332246263821,0.34110129110400733,6,29.61732528592957,1.0,0.0060878896094914295,0.012285967567872277,20000,100.0,0.5722925000000001,0.3950754801432292
8227,0.9329224066724549,0.06946095451712608,0.34107999989367116,2,13.903909908515853,0.0,0.04757320050455635,0.08828263149913583,20000,100.0,0.5723125,0.3654775321483612
8228,1.0640864502594007,0.07188822329044342,0.3410693547868745,1,1.5806552211737244,0.0,0.049317160668822815,0.07178374485521621,20000,100.0,0.57232,0.3828374147415161
8229,-0.07083274357423563,0.0777810588479042,0.3410161342361906,5,40.66879409698355,1.0,0.03442333026855981,0.07385228493005996,20000,100.0,0.572335,0.37821332216262815
8230,0.9828928146000799,0.0703984722495079,0.3410054911226411,1,5.37634834944795,0.0,0.04388323528272941,0.10127113983773993,20000,100.0,0.57235,0.34402328729629517
8231,1.0244737871789735,0.07548338174819946,0.3409948483412632,1,7.790437646624154,0.0,0.05337070120009919,0.1468574722929577,20000,100.0,0.5723550000000001,0.4565032720565796
8232,-3.374819065986393,0.061231517898184915,0.3409203581715511,7,20.832178244719316,0.0,0.0788470293192589,0.03283719404928368,20000,100.0,0.572375,0.36299443670681547
8233,-0.011335548218127989,0.07264983716110389,0.34085652240624686,6,31.441654126102186,0.0,0.034624426059285326,0.06937888192443219,20000,100.0,0.5724075000000001,0.38561216990152997
8234,0.8633634238448902,0.0708599171290795,0.340824609006092,3,15.165531084899367,0.0,0.04507908891285341,0.07365021654388502,20000,100.0,0.57243,0.37017950415611267
8235,0.3557765578363773,0.05907927304506302,0.3407714266456033,5,32.03481262571285,0.0,0.034651676094865955,0.05619708559041751,20000,100.0,0.57245,0.38204864859580995
8236,1.0112810431063255,0.05405902490019798,0.3407607911693777,1,1.0241493148720489,0.0,0.07611238875799489,0.17783404551048823,20000,100.0,0.572465,0.4189609885215759
8237,0.6759238701093724,0.059194612130522725,0.34070761876704075,5,25.878309834578342,0.0,0.01792523459397464,0.03848318733650186,20000,100.0,0.57248,0.34872051477432253
8238,0.3723360439852343,0.06138351559638977,0.34067571930829843,3,12.068363742394789,1.0,0.03947880105783074,0.05339302313178274,20000,100.0,0.5725,0.3645361065864563
8239,0.8531034101203696,0.06085097836330533,0.3406331913424986,4,16.264031301970007,0.0,0.035715627695716796,0.04361627367349698,20000,100.0,0.5725175,0.34103967994451523
8240,0.7897075705037626,0.07870095471541087,0.34060129885217855,3,26.474748907090344,1.0,0.04151121170534473,0.07515136701786511,20000,100.0,0.572535,0.3602885901927948
8241,1.0429419430561582,0.05290376394987106,0.34059066868564136,1,1.637976602360598,0.0,0.07462082997490159,0.17933951271001533,20000,100.0,0.5725450000000001,0.3538159430027008
8242,0.8449136074480932,0.04305554926395416,0.34055878017659347,3,21.442439601920544,0.0,0.04633096435139765,0.12095080076047228,20000,100.0,0.572555,0.33173738916714984
8243,0.08787659791885749,0.05295698903501034,0.3405056392961043,5,19.227041744858454,1.0,0.03591050696239155,0.05904890749546188,20000,100.0,0.5725750000000001,0.33030146956443784
8244,0.06741786949715844,0.050025074183940886,0.34045250670773186,5,33.59471516623156,0.0,0.060408241139812136,0.10233588392543339,20000,100.0,0.5726000000000001,0.34638680815696715
8245,-3.4892350713361813,0.0661809401852744,0.3403781350123032,7,49.14460558891114,0.0,0.036288806628710285,0.04760418748538399,20000,100.0,0.57263,0.3752586160387312
8246,0.6571742528748965,0.07012982418139775,0.34034626640216203,3,8.469008246984533,0.0,0.031320889175991344,0.05917496019087993,20000,100.0,0.572655,0.3948641022046407
8247,0.9334015613534256,0.08527828752994537,0.34032502231973233,2,9.232625161452516,0.0,0.04021228083986033,0.07425331263261126,20000,100.0,0.5726675,0.40784358978271484
8248,0.21176656144342654,0.060579730197787285,0.34026129802832167,6,17.36047428301878,0.0,0.01853718890987542,0.043239633361666745,20000,100.0,0.5726875000000001,0.3535044838984807
8249,1.0343134529476328,0.06679932028055191,0.3402506784732102,1,2.3994116539816708,0.0,0.048317517042161404,0.10703057893234941,20000,100.0,0.572705,0.3526419997215271
8250,-1.0091349453076295,0.06964729726314545,0.34017635086706766,7,35.66259927946164,1.0,0.037910286198189876,0.0700614532460285,20000,100.0,0.5727249999999999,0.38275703362056185
8251,0.7551490433407063,0.04304635897278786,0.34014450114938644,3,26.099342460680006,1.0,0.02845773816503589,0.06284535005184654,20000,100.0,0.57275,0.37497929732004803
8252,0.9807714613582986,0.07770406268537045,0.3401232696609473,2,6.226645153160972,0.0,0.04580912216174908,0.09088732835244068,20000,100.0,0.5727625000000001,0.35837216675281525
8253,0.37611237509704876,0.05274759108821551,0.34009142491310423,3,18.639643029860824,1.0,0.029191572175153672,0.07822247964911504,20000,100.0,0.572775,0.3577982584635417
8254,-3.1225750745915932,0.06295307353138924,0.3400171320958296,7,37.07389993020447,0.0,0.021717639917914127,0.035322730110283335,20000,100.0,0.5728,0.37036862543651033
8255,-2.6514554906396204,0.07042527943849564,0.33994285550778713,7,37.06623285435216,1.0,0.02815853626933581,0.030004954599073333,20000,100.0,0.5728350000000001,0.36492552501814707
8256,-2.812910499530222,0.05377277997987611,0.3398685951454315,7,31.107219822288833,0.0,0.012587818505742789,0.025687503848105378,20000,100.0,0.57287,0.34931049176624845
8257,0.9954634593732024,0.08537231385707855,0.339857987846577,1,8.95149439362107,0.0,0.05037574533097849,0.14089855734827997,20000,100.0,0.57289,0.3966982960700989
8258,0.925389509922685,0.0284193167462945,0.3398367742420191,2,6.502711889756709,1.0,0.035695720532147174,0.06211619358109435,20000,100.0,0.5728975000000001,0.31366078555583954
8259,0.9978017286783512,0.04981161653995514,0.339826167936295,1,7.8767355110681105,0.0,0.07025136145165593,0.11112608681160695,20000,100.0,0.572905,0.4079514741897583
8260,0.6297824941361201,0.05057452246546745,0.33979435100521826,3,9.25760323877572,0.0,0.058010109321733595,0.12481105729570231,20000,100.0,0.5729150000000001,0.3448370893796285
8261,0.06285423867877349,0.06787274839977424,0.3397307260795648,6,34.18635365597334,1.0,0.0377170141402729,0.05281671510120681,20000,100.0,0.5729375,0.33672073980172473
8262,-3.381609092991783,0.07620432547160558,0.3396565120567864,7,15.819115162585094,1.0,0.03616570737165518,0.03491861490763122,20000,100.0,0.57297,0.3667501040867397
8263,-3.736364718177327,0.059951191768050194,0.3395823142460276,7,28.95207570628896,0.0,0.07707577711168621,0.03963900780094595,20000,100.0,0.573005,0.38788762262889315
8264,1.0394861271887457,0.0697057694196701,0.33957171588199997,1,9.927686266557146,0.0,0.04446662909111609,0.08802612350044678,20000,100.0,0.573025,0.37133899331092834
8265,0.0468808112839294,0.06549496895500592,0.339497536594927,7,25.51295609047394,1.0,0.009392904581505672,0.02439676437529544,20000,100.0,0.5730450000000001,0.3617749299321856
8266,0.9331108184285233,0.056811122223734856,0.3394763454893851,2,10.183035157277214,0.0,0.06888365483433491,0.17002624100083752,20000,100.0,0.5730675000000001,0.3727000951766968
8267,-3.544512228780949,0.04995336410190378,0.33940218703593106,7,52.373593586389966,1.0,0.030958480740955266,0.03912110363259057,20000,100.0,0.57309,0.33050474524497986
8268,-3.4254476030218006,0.039939364950571744,0.33932804478235745,7,33.51756144232338,0.0,0.09773544067297196,0.04057747848707889,20000,100.0,0.573125,0.35033537234578815
8269,1.0170122331900329,0.10446886718273163,0.33931745435407984,1,5.396806991800363,0.0,0.02948089281605006,0.05790889662227005,20000,100.0,0.573145,0.40984398126602173
8270,0.8452186260078962,0.06335113197565079,0.339296274489096,2,14.65532580288085,1.0,0.031597604677039044,0.05809579313899811,20000,100.0,0.5731525000000001,0.34074312448501587
8271,1.0166502380980242,0.03238362818956375,0.3392856850523692,1,9.715000300688232,0.0,0.08729158824204745,0.24862144188908364,20000,100.0,0.57316,0.31169748306274414
8272,-3.517311754450649,0.05393432346837861,0.33921156824860116,7,36.12914859990891,1.0,0.03414391118552318,0.006984056596100653,20000,100.0,0.57318,0.35400677578789846
8273,1.0378869966531519,0.09172426909208298,0.33920098145555616,1,7.312267293883757,0.0,0.09316428134201417,0.25745895656729256,20000,100.0,0.5732,0.41404294967651367
8274,-0.46286809409148644,0.06100711319595575,0.33913746763561514,6,46.19712190044697,0.0,0.014739574581772313,0.016540230078328017,20000,100.0,0.5732175,0.35416991511980694
8275,0.996831211872116,0.06312911957502365,0.33912688315525025,1,3.61424279316969,0.0,0.06064972066877859,0.13707430698151016,20000,100.0,0.573235,0.3417343497276306
8276,0.900437286416451,0.04036604426801205,0.33910571518553506,2,17.04145856061635,0.0,0.04053103786575665,0.0666936559161735,20000,100.0,0.5732425,0.30634158849716187
8277,0.8282641524556795,0.08673062175512314,0.3390739657083441,3,16.851138937646887,1.0,0.04455585734621502,0.06466071171012262,20000,100.0,0.5732550000000001,0.3694443305333455
8278,0.9796162582865887,0.05022705905139446,0.3390528010416844,2,4.518439364397579,0.0,0.040749476966425946,0.09610430598772439,20000,100.0,0.5732675,0.3269922286272049
8279,1.0450015045388805,0.058352477848529816,0.3390422192037639,1,3.1311841022664373,0.0,0.053217982178590785,0.10849948731061888,20000,100.0,0.573275,0.38437360525131226
8280,0.9991550840673464,0.06577955186367035,0.33903163769610256,1,7.315273422539999,0.0,0.045278725987626306,0.10153893134210722,20000,100.0,0.57328,0.33400094509124756
8281,-2.6982724447990343,0.07023372181824275,0.3389575763888639,7,19.650789908813266,1.0,0.03011005820504483,0.06956165269855784,20000,100.0,0.5733,0.3731351707662855
8282,0.9669729082630252,0.04925049562007189,0.3389364189871122,2,7.092278988517487,0.0,0.05741342893274408,0.18365425200641033,20000,100.0,0.5733225,0.3698280304670334
8283,0.9283173979704199,0.06563868932425976,0.3389152629059849,2,10.517916090148969,0.0,0.038302627290206157,0.08509269908746199,20000,100.0,0.5733325,0.3790911138057709
8284,-2.54826244490813,0.05823780782520771,0.33884122702076636,7,36.277551436631235,0.0,0.018534697754524924,0.029581723595874704,20000,100.0,0.5733550000000001,0.3581437255655016
8285,0.09768186314668736,0.045833495911210775,0.3387989280622624,4,28.26613498353255,0.0,0.03299220556013605,0.07396297453163006,20000,100.0,0.5733825,0.36302124708890915
8286,0.9868291537564227,0.07226436585187912,0.33878835414771763,1,6.766380232576072,1.0,0.04462610187071954,0.0784258478016189,20000,100.0,0.573395,0.37124937772750854
8287,0.5194710869246071,0.06835276409983634,0.3387354895249657,5,19.450822308063707,1.0,0.029173411835318613,0.05937310484438478,20000,100.0,0.5734100000000001,0.35484607219696046
8288,-3.4729436552324273,0.06436561952744212,0.33866149291116054,7,36.68306265830395,1.0,0.039984713365797855,0.030440593465098285,20000,100.0,0.57344,0.38296402777944294
8289,-3.515426562904828,0.059602338288511546,0.33858751246188207,7,37.24770746624362,1.0,0.09240539917309597,0.012387331843068634,20000,100.0,0.573475,0.3495174603802817
8290,-3.405766222451171,0.05304406210780144,0.3385135481735992,7,58.38787968871006,1.0,0.025468362367106763,0.03277081574522629,20000,100.0,0.57351,0.33271399566105436
8291,0.7119020718428879,0.04739800542593002,0.3384607264316429,5,29.870355704085046,1.0,0.02247858433345897,0.049679059966193595,20000,100.0,0.57354,0.3444781243801117
8292,0.17103090239086727,0.04874090291559696,0.33840791293200484,5,16.248420481218936,0.0,0.08598873527924353,0.11408683771560958,20000,100.0,0.5735650000000001,0.33715423941612244
8293,0.5344719126050146,0.061360616236925125,0.3383656680658993,4,11.637835128558418,0.0,0.052712388068811185,0.11187469748586595,20000,100.0,0.5735875,0.3816564753651619
8294,-3.6669926126038535,0.07248796788709504,0.3382917522394239,7,12.077333405597443,0.0,0.07424662808717063,0.035766314205923654,20000,100.0,0.573615,0.38245721799986704
8295,0.4743926740502879,0.06578033169110616,0.3382600789712051,3,21.45086900162102,0.0,0.04776797662757178,0.14683305237094732,20000,100.0,0.57364,0.35995598634084064
8296,-0.4891171329238563,0.049388504454067776,0.3381861862106195,7,38.020594306568185,1.0,0.02576462024524764,0.05410995963807633,20000,100.0,0.5736650000000001,0.3474607467651367
8297,0.8965723174635128,0.06942959502339363,0.3381545228262394,3,17.072765505811127,0.0,0.038000021761072915,0.07638577975853096,20000,100.0,0.57369,0.37183189392089844
8298,-3.294021057117003,0.06524058963571276,0.33808065312434565,7,19.971729627264114,0.0,0.02020764208191085,0.02987752341369015,20000,100.0,0.573715,0.3872863735471453
8299,-3.9119585583952436,0.06179264986089298,0.33800679955925483,7,46.994563544781634,1.0,0.05622142117247976,0.04639582266287019,20000,100.0,0.5737500000000001,0.35015067032405306
8300,0.7331412414108515,0.05824211984872818,0.33797515297032277,3,21.81458530873841,1.0,0.046192860263281614,0.05873314355834451,20000,100.0,0.573775,0.37110252181688946
8301,-0.7937258659795117,0.04367666350056728,0.3379118686811141,6,46.56305260149087,1.0,0.041975640798612816,0.06418114237592226,20000,100.0,0.5737975000000001,0.34138664106527966
8302,0.8728784883551612,0.06284893490374088,0.33789077655141886,2,16.17310325788144,0.0,0.03137037693738883,0.05152472364999932,20000,100.0,0.5738175,0.4106157422065735
8303,0.9939762880368194,0.019804716110229492,0.3378802309802827,1,6.99388385765582,0.0,0.04588475385479788,0.08475802259346016,20000,100.0,0.573825,0.2929154634475708
8304,-0.09767080045794063,0.05559673458337784,0.3378275080613056,5,27.987658899713303,1.0,0.04403336302564726,0.0687130989401847,20000,100.0,0.57384,0.3465015232563019
8305,0.18545323028839467,0.05642700847238302,0.3377853356495521,4,29.213521120611787,1.0,0.03598688627990913,0.05290607436754505,20000,100.0,0.5738625,0.33265185356140137
8306,-0.23977641880120548,0.056886596915622555,0.3377220869027617,6,37.1792642602706,1.0,0.05647193683341289,0.03459390210472673,20000,100.0,0.5738875000000001,0.3518461287021637
8307,-0.708855024812563,0.060998412647417614,0.3376483116662989,7,36.87023063128357,1.0,0.04789530165995373,0.03524338141149745,20000,100.0,0.57392,0.3673724617276873
8308,0.4599831704891076,0.05889042057096958,0.3375956249360718,5,15.754343210039202,1.0,0.027190481157563298,0.03923946904051749,20000,100.0,0.5739500000000001,0.3506382167339325
8309,1.011422328262112,0.08867456763982773,0.33758508857661756,1,3.4564702692345395,0.0,0.04590503187015395,0.10428819436112652,20000,100.0,0.5739650000000001,0.39228129386901855
8310,1.0382317196720399,0.02563447505235672,0.3375745525460031,1,3.293113190537565,0.0,0.06492514325207147,0.14613960760984074,20000,100.0,0.57397,0.4104781746864319
8311,-3.3514035092417824,0.0770660223705428,0.33750080953835365,7,20.96303798477363,1.0,0.07301300339932913,0.025623753498006954,20000,100.0,0.57399,0.357903676373618
8312,0.6112338286592287,0.05095767478148142,0.3374692103237886,3,17.85953712693199,1.0,0.07772991505513717,0.08069405214001416,20000,100.0,0.574015,0.3412727614243825
8313,0.1462725342279313,0.04884329531341791,0.3374270826398307,4,14.66150805265761,1.0,0.03271339021763678,0.08492140015475114,20000,100.0,0.5740325000000001,0.3746657893061638
8314,0.3750579038089776,0.06133958650752902,0.3373849602148466,4,13.183584484022289,1.0,0.034770529994596115,0.08081901205137905,20000,100.0,0.5740525000000001,0.33626455813646317
8315,0.8481647537331537,0.05067479610443115,0.3373639009742646,2,8.360208049205323,1.0,0.048858122200715975,0.09394725293477173,20000,100.0,0.5740675000000001,0.33707933127880096
8316,-3.5587189275491773,0.06255595864994186,0.3372902039833553,7,9.513663609256456,1.0,0.037292142656067465,0.052739954539473964,20000,100.0,0.57409,0.3764461874961853
8317,0.18134707693000862,0.05442117154598236,0.33724809864550276,4,23.446568736373994,0.0,0.05683150100212397,0.11538006322365812,20000,100.0,0.5741175000000001,0.36033937335014343
8318,-0.2898160939421227,0.05257711373269558,0.3372059985638345,4,28.816835601299196,1.0,0.04310142096949311,0.04997987391313348,20000,100.0,0.5741375000000001,0.3306412249803543
8319,0.8823391063025683,0.06227434302369753,0.3371744269515595,3,19.63333516891473,0.0,0.027575122212406895,0.056024160656168255,20000,100.0,0.5741550000000001,0.35985371470451355
8320,-3.221212110094578,0.06863208700503622,0.3371007713511644,7,46.998363294838576,1.0,0.04288954170645801,0.050804247526992155,20000,100.0,0.5741800000000001,0.34769985505512785
8321,-2.7419142071471976,0.06354721688798495,0.33702713184080174,7,49.584424910381436,1.0,0.011171715273242936,0.028328623421900758,20000,100.0,0.574215,0.3501372848238264
8322,1.0381463908179938,0.039393577724695206,0.337016613224017,1,2.6676987516628885,0.0,0.059900250568602445,0.16327067896297426,20000,100.0,0.574235,0.34941673278808594
8323,0.937095656263274,0.049279630184173584,0.33699557697529536,2,13.30360392132124,0.0,0.06172486953745726,0.12981480422904776,20000,100.0,0.5742425,0.3395029753446579
8324,1.0471741879897838,0.038496680557727814,0.336985059343338,1,3.77840045010167,0.0,0.04964976525087772,0.12135970410875117,20000,100.0,0.57425,0.31294623017311096
8325,0.9127457134051312,0.04229683056473732,0.33696402506417883,2,13.361648463846382,0.0,0.052404189301840605,0.07966055609363336,20000,100.0,0.5742575,0.38892967998981476
8326,0.9977211803727247,0.03830868750810623,0.3369535084169566,1,7.166081997572225,0.0,0.05388705610408716,0.12699983381401397,20000,100.0,0.574265,0.3170319199562073
8327,0.00878747516548728,0.04524538027388709,0.336879901076115,7,21.60646097742495,1.0,0.032077054957122986,0.04203665560129392,20000,100.0,0.5742849999999999,0.32344084126608713
8328,-3.132951093067402,0.0670743217425687,0.3368063098147635,7,25.682437034772697,1.0,0.046097243448195865,0.02105412237069245,20000,100.0,0.5743199999999999,0.35839530399867464
8329,0.6970950923925511,0.04962613619863987,0.336764264883431,4,25.746851560837456,0.0,0.044003224988335574,0.09428142894273656,20000,100.0,0.5743475,0.3851024806499481
8330,0.4157406534111256,0.059605687856674194,0.3367222252007419,4,16.426828965220814,1.0,0.05472934336245093,0.03438977185424327,20000,100.0,0.5743675,0.382021889090538
8331,0.4685480184609814,0.0648198863491416,0.3366801907660412,4,27.868681191043613,0.0,0.023154278917647278,0.05677796853015489,20000,100.0,0.5743875,0.34890542179346085
8332,1.0204641358947797,0.09959245473146439,0.3366591755164817,2,6.766384524058431,0.0,0.03606132092352782,0.050915634424636064,20000,100.0,0.5744025,0.3908720016479492
8333,-3.1344250498824247,0.06812015282256263,0.33658563247252854,7,38.58168541216113,1.0,0.04105722901220415,0.05804022692592855,20000,100.0,0.574425,0.3838054750646864
8334,-3.508408152867416,0.049144216414008825,0.3365121054940199,7,47.84301901636999,0.0,0.06092674886558259,0.04062784741439211,20000,100.0,0.57446,0.35611829587391447
8335,0.01846873593224707,0.05247886553406715,0.336459596057699,5,35.86167294329143,0.0,0.037721698956295006,0.030739250234975875,20000,100.0,0.5744900000000001,0.33271849155426025
8336,-0.917059776871036,0.044312519331773124,0.33639659554953494,6,53.94206660958563,1.0,0.037462391213363894,0.029155767301358,20000,100.0,0.5745175000000001,0.3173092802365621
8337,-3.1773312985485487,0.05105167627334595,0.33632310986605624,7,42.60156672915961,1.0,0.028505474830046375,0.04067991252386269,20000,100.0,0.57455,0.329778254032135
8338,-0.8092344581336295,0.0557532220014504,0.33624964023549175,7,45.951672628695334,1.0,0.039709182051608415,0.02336759694289951,20000,100.0,0.574585,0.3403013348579407
8339,-3.250986429519072,0.06108422630599567,0.3361761866543347,7,58.05482984741404,0.0,0.03739207488299319,0.0524772072215938,20000,100.0,0.57462,0.39655102150780813
8340,-2.8894203110576253,0.07271306323153633,0.33610274911907895,7,43.729843140829345,0.0,0.017067573678736705,0.038202548535606645,20000,100.0,0.574655,0.3789454272815159
8341,-3.148751581212834,0.06709290721586772,0.33602932762621945,7,39.91567861603398,0.0,0.011804192532188238,0.02743666806339007,20000,100.0,0.57469,0.3451849860804422
8342,-3.1896828426650905,0.06623498669692449,0.33595592217225173,7,36.4402488040743,1.0,0.050074171250994774,0.0372473035058456,20000,100.0,0.5747249999999999,0.37200036219188143
8343,-0.2550700919656811,0.06102496882279714,0.3358930159747006,6,30.237868027269137,0.0,0.024316041109937826,0.0518552218699512,20000,100.0,0.5747575,0.3638235181570053
8344,0.8231678828238412,0.06161494553089142,0.3358615672931487,3,21.56532110544636,0.0,0.03345952608205804,0.08076001566355276,20000,100.0,0.5747800000000001,0.3565363983313243
8345,0.6022403962935212,0.04211027671893438,0.3358301215560449,3,10.336155291065442,0.0,0.0567921139352554,0.07674486854940596,20000,100.0,0.5747950000000001,0.33675357699394226
8346,0.38216539719253617,0.06226986274123192,0.3357881984863495,4,17.61446467737846,1.0,0.0283195515337255,0.02151727222572342,20000,100.0,0.5748125000000001,0.35236600041389465
8347,0.876781503129265,0.054889253030220665,0.3357567596185527,3,17.80584368367581,0.0,0.028043464974590246,0.07851911848323925,20000,100.0,0.5748300000000001,0.3554720977942149
8348,0.8734770631610072,0.09959797188639641,0.335735802008666,2,17.575716850794556,0.0,0.037847440976534814,0.06095487824652867,20000,100.0,0.5748425,0.39603710174560547
8349,0.7943715002194176,0.05163414590060711,0.33571484570693283,2,14.440826345529873,1.0,0.060492964510665555,0.09297232393174072,20000,100.0,0.5748525,0.38215604424476624
8350,-3.5493113127521942,0.054708994392837794,0.33564150895139744,7,47.29972542971935,1.0,0.03538261374274782,0.01773098352381974,20000,100.0,0.5748750000000001,0.3512272962502071
8351,-3.239804143395016,0.04308866283723286,0.335568188216243,7,48.23896647436261,1.0,0.023013913497401704,0.02943535589747471,20000,100.0,0.57491,0.33650292243276325
8352,-3.5306695373346684,0.05558272238288607,0.33549488349796996,7,48.59985339530641,1.0,0.04734654973789105,0.03742697322363203,20000,100.0,0.5749449999999999,0.3530340961047581
8353,-0.6355152384178435,0.045017304963299205,0.3354215947930793,7,42.74099412788089,0.0,0.024459135390954376,0.03599905109327323,20000,100.0,0.57498,0.32888967650277273
8354,0.8206011002899662,0.026128061736623447,0.3353901902493151,3,19.091487029042504,0.0,0.04541172420643584,0.07873577123700738,20000,100.0,0.5750050000000001,0.30032995343208313
8355,0.9730770852263502,0.03873245790600777,0.3353797227214774,1,9.937184510841844,0.0,0.0470532301115688,0.06988756642809843,20000,100.0,0.575015,0.3313320279121399
8356,-3.0560352996470135,0.05772135832480022,0.33530645917340607,7,28.833062503726936,0.0,0.026774324533781584,0.04916176995489886,20000,100.0,0.575035,0.3489498496055603
8357,1.038606213511917,0.0440211221575737,0.3352959942588153,1,8.3509116856861,0.0,0.04784616405928777,0.11525126568783499,20000,100.0,0.575055,0.3368353247642517
8358,1.0385210267724947,0.07106998562812805,0.33528552967083447,1,2.759914141676841,0.0,0.05546636667690456,0.11795781203218195,20000,100.0,0.57506,0.3437860906124115
8359,-3.202618525665951,0.04352596215903759,0.33521228669919223,7,54.19619825904029,1.0,0.024199498375025826,0.019173790540774855,20000,100.0,0.57508,0.32231982690947397
8360,0.8178316072941818,0.04920628170172373,0.33518090175233317,3,21.25013021499904,0.0,0.03108101916165221,0.08500995794827275,20000,100.0,0.5751050000000001,0.3467324177424113
8361,0.9332063306958276,0.05256479357679685,0.33514951974395507,3,14.684680926858388,0.0,0.027560387454070055,0.08097635534017203,20000,100.0,0.5751200000000001,0.3507991035779317
8362,1.0262223658474048,0.06151001155376434,0.3351286000373898,2,2.7909098021880676,0.0,0.03634118024727057,0.0551654928256115,20000,100.0,0.5751325,0.3632097691297531
8363,0.5197299245119444,0.05043811723589897,0.3350867645415409,4,23.473521275749704,0.0,0.02000570556112003,0.03165238609036729,20000,100.0,0.5751475,0.3589046373963356
8364,0.9712635577061145,0.179037444293499,0.33505539134695467,3,7.791554345582522,0.0,0.03327464059143258,0.08742257986673693,20000,100.0,0.575165,0.4450686275959015
8365,0.967378171317887,0.07078472152352333,0.3350344775157923,2,9.604512095686223,0.0,0.06177446487140332,0.12738112993558276,20000,100.0,0.5751775,0.3708876222372055
8366,-0.3569715205421383,0.057811581840117775,0.33497174385450496,6,34.16707354608616,1.0,0.027427746428629537,0.045570460535183405,20000,100.0,0.5751974999999999,0.35107168555259705
8367,-0.12259102968647229,0.07073145200099264,0.33489856942923163,7,28.876615256977082,1.0,0.01631601403671337,0.030597287359384145,20000,100.0,0.57523,0.3702660543578012
8368,-0.4890504476648343,0.0552448978026708,0.3348358612161069,6,28.680513378811728,1.0,0.032559220781660916,0.0440458484286516,20000,100.0,0.5752625,0.3572611411412557
8369,-0.22945897900697632,0.0706498771905899,0.334773164744806,6,35.67779425605312,0.0,0.021380418063850756,0.031668875627985225,20000,100.0,0.5752925000000001,0.38960379858811695
8370,0.879135396099233,0.08754329880078633,0.3347418209116524,3,11.51135147002334,1.0,0.04020152706460525,0.07571313592175882,20000,100.0,0.575315,0.43549711505572003
8371,0.2768125980454742,0.05842164978384971,0.3346895877109973,5,40.78002642703552,1.0,0.015079673013369412,0.020980349955948385,20000,100.0,0.575335,0.35743679404258727
