algo,episode,src,dst,path,hops,total_delay_ms,dropped,reward,loss,avg_utilization,avg_queue_util,total_dropped_data,link0_nodes,link0_delay,link0_bandwidth,link0_load,link0_utilization,link0_queue_size_cur,link0_queue_used_cur,link0_queue_util,link0_dropped_data,link1_nodes,link1_delay,link1_bandwidth,link1_load,link1_utilization,link1_queue_size_cur,link1_queue_used_cur,link1_queue_util,link1_dropped_data,link2_nodes,link2_delay,link2_bandwidth,link2_load,link2_utilization,link2_queue_size_cur,link2_queue_used_cur,link2_queue_util,link2_dropped_data,link3_nodes,link3_delay,link3_bandwidth,link3_load,link3_utilization,link3_queue_size_cur,link3_queue_used_cur,link3_queue_util,link3_dropped_data,link4_nodes,link4_delay,link4_bandwidth,link4_load,link4_utilization,link4_queue_size_cur,link4_queue_used_cur,link4_queue_util,link4_dropped_data,link5_nodes,link5_delay,link5_bandwidth,link5_load,link5_utilization,link5_queue_size_cur,link5_queue_used_cur,link5_queue_util,link5_dropped_data,link6_nodes,link6_delay,link6_bandwidth,link6_load,link6_utilization,link6_queue_size_cur,link6_queue_used_cur,link6_queue_util,link6_dropped_data,link7_nodes,link7_delay,link7_bandwidth,link7_load,link7_utilization,link7_queue_size_cur,link7_queue_used_cur,link7_queue_util,link7_dropped_data
DQN,1987,7,1,7→5→7→6→2→6→4→6,7,49.3122,1,-3.2030,0.023346,0.0232,0.0853,15.3629,7→5,3.1301,100.4076,7.0000,0.0697,83,83.0000,1.0000,0.0000,5→7,3.1301,100.4076,37.0271,0.3688,83,83.0000,1.0000,0.0000,7→6,8.7778,134.3659,37.0271,0.2756,57,57.0000,1.0000,0.0000,6→2,8.2646,88.7597,27.0000,0.3042,27,27.0000,1.0000,10.0271,2→6,8.2646,88.7597,32.3358,0.3643,27,27.0000,1.0000,5.3358,6→4,8.8724,172.3766,32.3358,0.1876,91,91.0000,1.0000,0.0000,4→6,8.8724,172.3766,36.4480,0.2114,91,91.0000,1.0000,0.0000,,,,,,,,,
DQN,1988,0,5,0→1→4→5,3,12.4565,0,0.7969,0.018201,0.0528,0.1222,0.0000,0→1,6.2737,149.3404,12.0000,0.0804,55,55.0000,1.0000,0.0000,1→4,2.9576,101.6537,12.0000,0.1180,65,65.0000,1.0000,0.0000,4→5,3.2252,175.8572,57.0911,0.3246,41,41.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,1989,3,5,3→4→2→4→1→3→5,6,38.8923,1,-0.3868,0.017501,0.0179,0.0294,2.6514,3→4,9.1707,145.8179,6.0000,0.0411,83,83.0000,1.0000,0.0000,4→2,7.3959,196.6115,30.3559,0.1544,77,77.0000,1.0000,0.0000,2→4,7.3959,196.6115,30.3559,0.1544,77,77.0000,1.0000,0.0000,4→1,5.7167,170.8186,30.3559,0.1777,78,78.0000,1.0000,0.0000,1→3,4.9986,171.9384,30.3559,0.1766,97,97.0000,1.0000,0.0000,3→5,4.2145,132.2521,44.2955,0.3349,36,36.0000,1.0000,2.6514,,,,,,,,,,,,,,,,,,
DQN,1990,7,6,7→5→7→6,3,16.1744,0,0.3113,0.016768,0.0298,0.0798,0.0000,7→5,4.7956,23.9284,11.0000,0.4597,70,70.0000,1.0000,0.0000,5→7,4.7956,23.9284,20.7840,0.8686,70,70.0000,1.0000,0.0000,7→6,6.5833,152.8829,24.3245,0.1591,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,1991,5,1,5→3→5→4→2→0→1,6,29.6777,1,-0.0777,0.021998,0.0546,0.0414,5.8921,5→3,2.0004,171.8129,5.0000,0.0291,38,38.0000,1.0000,0.0000,3→5,2.0004,171.8129,5.0000,0.0291,38,38.0000,1.0000,0.0000,5→4,8.1627,20.6054,5.0000,0.2427,81,81.0000,1.0000,0.0000,4→2,9.8486,193.7332,72.8921,0.3762,88,88.0000,1.0000,0.0000,2→0,5.9333,32.0403,67.0000,2.0911,67,69.9194,1.0436,5.8921,0→1,1.7323,66.7740,64.0806,0.9597,75,75.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,
DQN,1992,0,1,0→1,1,9.7414,0,0.9764,0.023355,0.0661,0.1106,0.0000,0→1,9.7414,86.7582,13.0000,0.1498,90,90.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,1993,5,1,5→4→1,2,12.0510,0,0.8375,0.028469,0.0774,0.1494,0.0000,5→4,4.7866,88.4536,11.0000,0.1244,34,34.0000,1.0000,0.0000,4→1,7.2644,30.5240,11.0000,0.3604,49,49.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,1994,4,3,4→5→3,2,13.2666,0,0.8670,0.015557,0.0515,0.1328,0.0000,4→5,5.2520,92.8241,44.3144,0.4774,99,99.0000,1.0000,0.0000,5→3,8.0146,125.7664,44.3144,0.3524,88,88.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,1995,5,2,5→4→2,2,9.4192,1,0.7940,0.013561,0.0401,0.0750,15.3217,5→4,7.9906,82.3355,44.3217,0.5383,90,90.0000,1.0000,0.0000,4→2,1.4286,98.3466,29.0000,0.2949,29,29.0000,1.0000,15.3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,1996,5,7,5→4→2→1→0→1→0→2,7,45.5142,1,-3.2780,0.023114,0.0399,0.0292,100.8788,5→4,1.9323,176.2167,39.0225,0.2214,90,90.0000,1.0000,0.0000,4→2,4.5527,66.3107,58.8916,0.8881,71,71.0000,1.0000,0.0000,2→1,2.0675,160.6449,114.4678,0.7126,86,86.0000,1.0000,1.3594,1→0,9.1100,129.2943,380.0000,2.9390,95,190.0000,2.0000,19.4678,0→1,9.1100,129.2943,190.0000,1.4695,95,95.0000,1.0000,0.0000,1→0,9.1100,129.2943,380.0000,2.9390,95,190.0000,2.0000,19.4678,0→2,9.6315,148.3859,39.6147,0.2670,24,24.0000,1.0000,80.0516,,,,,,,,,
DQN,1997,4,6,4→5→3→1→0→2→6,6,31.9626,1,0.2613,0.020694,0.0223,0.0524,37.0585,4→5,4.7520,92.9132,10.0000,0.1076,50,50.0000,1.0000,0.0000,5→3,3.1335,23.2057,10.0000,0.4309,34,34.0000,1.0000,0.0000,3→1,2.2062,99.7983,10.0000,0.1002,87,87.0000,1.0000,0.0000,1→0,9.2638,186.0817,66.9650,0.3599,50,50.0000,1.0000,0.0000,0→2,6.8016,64.3208,66.9650,1.0411,91,91.0000,1.0000,0.0000,2→6,5.8055,131.2195,39.3819,0.3001,32,32.0000,1.0000,37.0585,,,,,,,,,,,,,,,,,,
DQN,1998,5,0,5→3→4→1→0,4,21.1375,0,0.5916,0.019306,0.0351,0.0571,0.0000,5→3,3.8648,81.3537,15.2630,0.1876,54,54.0000,1.0000,0.0000,3→4,5.4434,30.4665,15.2630,0.5010,91,91.0000,1.0000,0.0000,4→1,3.2964,33.2954,19.6498,0.5902,24,24.0000,1.0000,0.0000,1→0,8.5328,30.7379,19.6498,0.6393,79,79.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,1999,7,6,7→5→3→4→6,4,25.8718,0,0.6455,0.022795,0.0288,0.0583,0.0000,7→5,7.0942,43.9628,15.8391,0.3603,96,96.0000,1.0000,0.0000,5→3,1.6542,165.5194,15.8391,0.0957,94,94.0000,1.0000,0.0000,3→4,7.8656,106.2207,15.8391,0.1491,44,44.0000,1.0000,0.0000,4→6,9.2578,168.1196,15.8391,0.0942,52,52.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2000,3,4,3→5→4,2,8.9829,0,0.8630,0.026454,0.0406,0.0689,0.0000,3→5,5.8890,165.5936,40.2854,0.2433,75,75.0000,1.0000,0.0000,5→4,3.0940,42.6678,40.2854,0.9442,91,91.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2001,2,3,2→4→5→4→5→7→6→4,7,38.7400,1,-3.5039,0.019724,0.0273,0.0344,132.6009,2→4,3.5245,182.6514,110.4884,0.6049,70,70.0000,1.0000,0.0000,4→5,4.4688,71.4566,191.2013,2.6758,29,58.0000,2.0000,98.6897,5→4,4.4688,71.4566,87.0000,1.2175,29,29.0000,1.0000,17.2013,4→5,4.4688,71.4566,191.2013,2.6758,29,58.0000,2.0000,98.6897,5→7,9.5414,45.3710,31.1734,0.6871,79,79.0000,1.0000,0.0000,7→6,6.6683,153.6644,44.7764,0.2914,26,26.0000,1.0000,16.7098,6→4,5.5993,51.9735,44.7764,0.8615,63,63.0000,1.0000,0.0000,,,,,,,,,
DQN,2002,2,7,2→0→2→0→1→3→1→3,7,51.8546,0,-3.5253,0.022187,0.0356,0.0400,0.0000,2→0,6.8419,54.0444,97.7271,1.8083,67,134.0000,2.0000,0.0000,0→2,6.8419,54.0444,65.1514,1.2055,67,67.0000,1.0000,0.0000,2→0,6.8419,54.0444,97.7271,1.8083,67,134.0000,2.0000,0.0000,0→1,8.2984,57.0708,27.0197,0.4734,75,75.0000,1.0000,0.0000,1→3,7.6768,131.2739,54.0394,0.4117,51,102.0000,2.0000,0.0000,3→1,7.6768,131.2739,54.0394,0.4117,51,51.0000,1.0000,0.0000,1→3,7.6768,131.2739,54.0394,0.4117,51,102.0000,2.0000,0.0000,,,,,,,,,
DQN,2003,3,2,3→4→3→1→0→2,5,21.8828,0,0.2077,0.017139,0.0332,0.0901,0.0000,3→4,3.3035,48.0253,13.0000,0.2707,56,56.0000,1.0000,0.0000,4→3,3.3035,48.0253,13.0000,0.2707,56,56.0000,1.0000,0.0000,3→1,3.1978,165.0275,20.9470,0.1269,99,99.0000,1.0000,0.0000,1→0,7.8304,141.6771,20.9470,0.1479,97,97.0000,1.0000,0.0000,0→2,4.2477,188.2805,20.9470,0.1113,94,94.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2004,6,0,6→2→0,2,11.4734,0,0.9089,0.017612,0.0605,0.1069,0.0000,6→2,1.7930,70.7578,6.0000,0.0848,64,64.0000,1.0000,0.0000,2→0,9.6804,167.0665,6.0000,0.0359,76,76.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2005,1,7,1→0→1→4→2→4→2→6,7,37.1384,1,-3.7360,0.019951,0.0320,0.0182,67.1625,1→0,2.5187,106.3282,71.5986,0.6734,81,81.0000,1.0000,0.0000,0→1,2.5187,106.3282,71.5986,0.6734,81,81.0000,1.0000,0.0000,1→4,7.6499,81.0274,85.8234,1.0592,80,80.0000,1.0000,0.0000,4→2,6.7226,66.5171,105.1153,1.5803,22,44.0000,2.0000,63.0949,2→4,6.7226,66.5171,54.9325,0.8258,22,22.0000,1.0000,4.0676,4→2,6.7226,66.5171,105.1153,1.5803,22,44.0000,2.0000,63.0949,2→6,4.2833,193.6739,22.0000,0.1136,97,97.0000,1.0000,0.0000,,,,,,,,,
DQN,2006,5,4,5→4,1,9.9725,0,0.9575,0.009973,0.0456,0.1170,0.0000,5→4,9.9725,108.8158,12.0000,0.1103,40,40.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2007,0,4,0→1→0→2→6→4,5,22.4240,0,0.0252,0.016279,0.0189,0.0193,0.0000,0→1,3.6970,23.2556,23.6313,1.0162,54,54.0000,1.0000,0.0000,1→0,3.6970,23.2556,23.6313,1.0162,54,54.0000,1.0000,0.0000,0→2,7.0993,45.4871,30.9159,0.6797,55,55.0000,1.0000,0.0000,2→6,1.2603,27.3289,30.9159,1.1313,66,66.0000,1.0000,0.0000,6→4,6.6704,144.7827,30.9159,0.2135,76,76.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2008,2,3,2→1→0→2→6→4→6→2,7,26.9365,0,-3.0871,0.018423,0.0254,0.0647,0.0000,2→1,9.7309,23.2807,10.0000,0.4295,32,32.0000,1.0000,0.0000,1→0,2.3229,138.6685,10.0000,0.0721,97,97.0000,1.0000,0.0000,0→2,1.4851,24.2483,10.0000,0.4124,31,31.0000,1.0000,0.0000,2→6,2.5127,135.4951,34.9020,0.2576,48,48.0000,1.0000,0.0000,6→4,4.1862,104.4278,36.8760,0.3531,88,88.0000,1.0000,0.0000,4→6,4.1862,104.4278,36.8760,0.3531,88,88.0000,1.0000,0.0000,6→2,2.5127,135.4951,36.8760,0.2722,48,48.0000,1.0000,0.0000,,,,,,,,,
DQN,2009,2,7,2→1→2→6→4→5→4→5,7,31.6869,1,-3.2414,0.027246,0.0331,0.0243,82.1548,2→1,9.1792,121.1600,14.0000,0.1155,38,38.0000,1.0000,0.0000,1→2,9.1792,121.1600,46.0314,0.3799,38,38.0000,1.0000,0.0000,2→6,6.7148,66.7275,46.0314,0.6898,74,74.0000,1.0000,0.0000,6→4,2.5682,141.5448,46.0314,0.3252,87,87.0000,1.0000,0.0000,4→5,1.3485,193.5939,107.6439,0.5560,44,88.0000,2.0000,42.9879,5→4,1.3485,193.5939,109.3125,0.5646,44,44.0000,1.0000,39.1670,4→5,1.3485,193.5939,107.6439,0.5560,44,88.0000,2.0000,42.9879,,,,,,,,,
DQN,2010,0,4,0→2→4,2,10.8764,0,0.8831,0.020995,0.0655,0.1090,0.0000,0→2,3.1406,36.8617,21.1934,0.5749,77,77.0000,1.0000,0.0000,2→4,7.7358,180.3927,21.1934,0.1175,92,92.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2011,2,0,2→0,1,9.5947,0,0.9384,0.017722,0.0429,0.1091,0.0000,2→0,9.5947,57.4322,12.0000,0.2089,32,32.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2012,6,4,6→2→4,2,8.7981,1,0.8366,0.022105,0.0563,0.0769,4.7568,6→2,2.8972,91.2611,58.7568,0.6438,48,48.0000,1.0000,0.0000,2→4,5.9008,91.5650,54.0000,0.5897,54,54.0000,1.0000,4.7568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2013,7,2,7→5→4→5→3→5→7→5,7,47.0103,1,-3.4853,0.024320,0.0576,0.0345,8.8595,7→5,7.8913,79.0034,36.0000,0.4557,28,56.0000,2.0000,8.8595,5→4,6.1323,25.4083,33.4083,1.3149,52,54.5917,1.0498,0.0000,4→5,6.1323,25.4083,8.0000,0.3149,52,52.0000,1.0000,0.0000,5→3,5.5359,169.9239,8.0000,0.0471,74,74.0000,1.0000,0.0000,3→5,5.5359,169.9239,16.8221,0.0990,74,74.0000,1.0000,0.0000,5→7,7.8913,79.0034,36.8595,0.4666,28,28.0000,1.0000,0.0000,7→5,7.8913,79.0034,36.0000,0.4557,28,56.0000,2.0000,8.8595,,,,,,,,,
DQN,2014,7,1,7→5→4→6→2→1,5,22.4084,1,0.5333,0.020969,0.0255,0.0624,19.1554,7→5,4.7801,184.7232,7.0000,0.0379,84,84.0000,1.0000,0.0000,5→4,2.7919,157.8791,51.1554,0.3240,92,92.0000,1.0000,0.0000,4→6,4.4061,115.3152,32.0000,0.2775,32,32.0000,1.0000,19.1554,6→2,3.2988,179.9662,32.0000,0.1778,44,44.0000,1.0000,0.0000,2→1,7.1315,158.5387,34.3077,0.2164,39,39.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2015,4,6,4→2→6,2,15.7019,0,0.8274,0.018789,0.0757,0.1001,0.0000,4→2,8.8250,70.3501,13.0000,0.1848,90,90.0000,1.0000,0.0000,2→6,6.8769,136.5457,55.9183,0.4095,66,66.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2016,7,1,7→5→3→5→7→5→7→5,7,44.2216,0,-3.7369,0.022443,0.0520,0.0536,0.0000,7→5,6.9548,67.1933,168.7529,2.5115,91,273.0000,3.0000,0.0000,5→3,4.7238,97.5577,66.4073,0.6807,92,92.0000,1.0000,0.0000,3→5,4.7238,97.5577,35.2833,0.3617,92,92.0000,1.0000,0.0000,5→7,6.9548,67.1933,40.9382,0.6093,91,182.0000,2.0000,0.0000,7→5,6.9548,67.1933,168.7529,2.5115,91,273.0000,3.0000,0.0000,5→7,6.9548,67.1933,40.9382,0.6093,91,182.0000,2.0000,0.0000,7→5,6.9548,67.1933,168.7529,2.5115,91,273.0000,3.0000,0.0000,,,,,,,,,
DQN,2017,1,3,1→0→2→4→3,4,23.1505,0,0.6145,0.026404,0.0144,0.0358,0.0000,1→0,6.6327,42.9722,3.0000,0.0698,57,57.0000,1.0000,0.0000,0→2,6.8512,117.4330,30.6142,0.2607,54,54.0000,1.0000,0.0000,2→4,7.5437,160.4603,30.6142,0.1908,83,83.0000,1.0000,0.0000,4→3,2.1229,174.0818,49.1841,0.2825,83,83.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2018,5,7,5→3→4→5→7,4,16.0951,0,0.3011,0.020666,0.0285,0.0819,0.0000,5→3,4.1270,171.9004,10.0000,0.0582,40,40.0000,1.0000,0.0000,3→4,4.8724,77.3120,23.1494,0.2994,75,75.0000,1.0000,0.0000,4→5,2.0902,66.8767,23.1494,0.3462,98,98.0000,1.0000,0.0000,5→7,5.0055,128.1033,65.3113,0.5098,82,82.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2019,0,1,0→2→6→4→1,4,21.1980,0,0.6520,0.017897,0.0440,0.0925,0.0000,0→2,7.2432,92.9269,8.0000,0.0861,62,62.0000,1.0000,0.0000,2→6,2.3140,66.3421,8.0000,0.1206,23,23.0000,1.0000,0.0000,6→4,3.9432,160.1119,25.1419,0.1570,54,54.0000,1.0000,0.0000,4→1,7.6976,66.9762,25.1419,0.3754,70,70.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2020,5,3,5→4→1→4→1→3,5,34.6520,0,-0.3665,0.017968,0.0246,0.0524,0.0000,5→4,2.5194,110.3448,10.0000,0.0906,51,51.0000,1.0000,0.0000,4→1,9.3218,100.7586,44.3184,0.4398,40,80.0000,2.0000,0.0000,1→4,9.3218,100.7586,22.1592,0.2199,40,40.0000,1.0000,0.0000,4→1,9.3218,100.7586,44.3184,0.4398,40,80.0000,2.0000,0.0000,1→3,4.1672,199.5679,11.0796,0.0555,77,77.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2021,3,4,3→4,1,9.2014,0,0.9933,0.022338,0.0484,0.1315,0.0000,3→4,9.2014,134.6034,3.0000,0.0223,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2022,5,0,5→7→5→3→1→0,5,24.1284,1,-0.0066,0.021084,0.0220,0.0475,16.3357,5→7,3.6361,79.8287,36.3357,0.4552,62,62.0000,1.0000,0.0000,7→5,3.6361,79.8287,36.3357,0.4552,62,62.0000,1.0000,0.0000,5→3,7.7067,47.7803,20.0000,0.4186,20,20.0000,1.0000,16.3357,3→1,6.5641,72.2279,20.0000,0.2769,59,59.0000,1.0000,0.0000,1→0,2.5853,70.5401,20.0000,0.2835,84,84.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2023,5,2,5→4→2,2,8.7961,0,0.8936,0.014560,0.0284,0.0510,0.0000,5→4,5.7706,71.2124,7.0000,0.0983,70,70.0000,1.0000,0.0000,4→2,3.0255,168.6894,7.0000,0.0415,70,70.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2024,7,0,7→5→7→6→2→4→2→0,7,43.5650,1,-0.6888,0.024967,0.0167,0.0207,7.4771,7→5,4.7055,93.1262,52.4771,0.5635,63,63.0000,1.0000,0.0000,5→7,4.7055,93.1262,52.4771,0.5635,63,63.0000,1.0000,0.0000,7→6,4.7597,65.6533,49.0000,0.7463,49,49.0000,1.0000,3.4771,6→2,6.5588,165.0702,49.0000,0.2968,84,84.0000,1.0000,0.0000,2→4,7.3367,65.6263,45.0000,0.6857,45,45.0000,1.0000,4.0000,4→2,7.3367,65.6263,45.0000,0.6857,45,45.0000,1.0000,0.0000,2→0,8.1622,165.2464,45.0000,0.2723,78,78.0000,1.0000,0.0000,,,,,,,,,
DQN,2025,2,7,2→4→6→2→1→0→2→4,7,36.0426,1,-3.4183,0.018639,0.0302,0.0403,123.4605,2→4,3.7769,176.4750,116.6960,0.6613,99,198.0000,2.0000,0.0000,4→6,4.6544,95.7029,59.6829,0.6236,27,27.0000,1.0000,37.7670,6→2,6.1888,70.9488,66.7875,0.9413,70,70.0000,1.0000,0.0000,2→1,3.3457,191.4122,108.3000,0.5658,81,81.0000,1.0000,13.0876,1→0,8.5237,22.2314,42.3060,1.9030,39,39.0000,1.0000,72.6060,0→2,5.7760,98.7049,42.3060,0.4286,80,80.0000,1.0000,0.0000,2→4,3.7769,176.4750,116.6960,0.6613,99,198.0000,2.0000,0.0000,,,,,,,,,
DQN,2026,0,3,0→2→1→4→2→6→4→3,7,39.2579,0,-0.6300,0.027502,0.0199,0.0196,0.0000,0→2,5.2597,139.8745,8.0000,0.0572,79,79.0000,1.0000,0.0000,2→1,3.1199,23.6252,19.2695,0.8156,78,78.0000,1.0000,0.0000,1→4,9.3816,141.5381,19.2695,0.1361,52,52.0000,1.0000,0.0000,4→2,2.0639,108.9699,31.3287,0.2875,36,36.0000,1.0000,0.0000,2→6,3.2607,26.6123,31.3287,1.1772,37,37.0000,1.0000,0.0000,6→4,6.2624,23.2050,32.4387,1.3979,75,75.0000,1.0000,0.0000,4→3,9.9097,40.5874,32.4387,0.7992,39,39.0000,1.0000,0.0000,,,,,,,,,
DQN,2027,7,0,7→5→4→1→4→2→4→5,7,19.4427,1,-3.0510,0.016445,0.0180,0.0342,22.1759,7→5,4.2890,118.9813,42.1752,0.3545,38,38.0000,1.0000,0.0000,5→4,4.5685,174.0760,42.1752,0.2423,56,56.0000,1.0000,0.0000,4→1,1.6056,83.2941,57.2166,0.6869,88,88.0000,1.0000,0.0000,1→4,1.6056,83.2941,59.7036,0.7168,88,88.0000,1.0000,0.0000,4→2,1.4027,144.2298,59.7036,0.4139,60,60.0000,1.0000,0.0000,2→4,1.4027,144.2298,65.4587,0.4538,60,60.0000,1.0000,5.1623,4→5,4.5685,174.0760,63.5549,0.3651,56,56.0000,1.0000,17.0136,,,,,,,,,
DQN,2028,1,2,1→4→6→7→6→4→1→3,7,30.7032,1,-3.4568,0.019290,0.0106,0.0266,49.7272,1→4,3.6286,119.9243,15.0000,0.1251,50,50.0000,1.0000,0.0000,4→6,1.2039,90.8861,15.0000,0.1650,55,55.0000,1.0000,0.0000,6→7,7.8938,112.4047,35.5221,0.3160,59,59.0000,1.0000,0.0000,7→6,7.8938,112.4047,62.7813,0.5585,59,59.0000,1.0000,0.0000,6→4,1.2039,90.8861,55.3065,0.6085,55,55.0000,1.0000,8.0878,4→1,3.6286,119.9243,59.6664,0.4975,50,50.0000,1.0000,14.9729,1→3,5.2507,110.2313,33.0000,0.2994,33,33.0000,1.0000,26.6664,,,,,,,,,
DQN,2029,5,0,5→4→5→4→2→0,5,41.8472,0,-0.3693,0.016145,0.0239,0.0342,0.0000,5→4,9.3776,177.4668,36.0000,0.2029,78,156.0000,2.0000,0.0000,4→5,9.3776,177.4668,27.0000,0.1521,78,78.0000,1.0000,0.0000,5→4,9.3776,177.4668,36.0000,0.2029,78,156.0000,2.0000,0.0000,4→2,7.9266,43.8653,9.0000,0.2052,65,65.0000,1.0000,0.0000,2→0,5.7878,180.6423,9.0000,0.0498,67,67.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2030,5,6,5→4→3→1→3→4→5→7,7,31.7894,0,-3.4428,0.015341,0.0272,0.0521,0.0000,5→4,7.3881,68.5593,10.0000,0.1459,27,27.0000,1.0000,0.0000,4→3,2.8497,68.6592,10.0000,0.1456,83,83.0000,1.0000,0.0000,3→1,4.8406,44.5434,10.0000,0.2245,69,69.0000,1.0000,0.0000,1→3,4.8406,44.5434,16.5653,0.3719,69,69.0000,1.0000,0.0000,3→4,2.8497,68.6592,16.5653,0.2413,83,83.0000,1.0000,0.0000,4→5,7.3881,68.5593,16.5653,0.2416,27,27.0000,1.0000,0.0000,5→7,1.6325,26.6868,16.5653,0.6207,82,82.0000,1.0000,0.0000,,,,,,,,,
DQN,2031,0,1,0→1,1,2.7470,0,1.0008,0.027780,0.0453,0.1273,0.0000,0→1,2.7470,117.5976,9.0000,0.0765,56,56.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2032,4,7,4→1→2→6→2→6→7,6,28.1724,1,-0.3490,0.019672,0.0279,0.0218,0.7640,4→1,2.8741,129.5811,8.0000,0.0617,79,79.0000,1.0000,0.0000,1→2,8.5463,182.2960,39.1958,0.2150,25,25.0000,1.0000,0.0000,2→6,3.6064,164.9401,246.1958,1.4926,69,138.0000,2.0000,0.7640,6→2,3.6064,164.9401,138.7640,0.8413,69,69.0000,1.0000,0.0000,2→6,3.6064,164.9401,246.1958,1.4926,69,138.0000,2.0000,0.7640,6→7,5.9328,83.8963,69.0000,0.8224,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,
DQN,2033,4,3,4→5→7→5→3,4,18.4814,0,0.2472,0.025185,0.0153,0.0336,0.0000,4→5,3.5315,167.1452,4.0000,0.0239,78,78.0000,1.0000,0.0000,5→7,6.3100,21.0533,7.8681,0.3737,77,77.0000,1.0000,0.0000,7→5,6.3100,21.0533,13.2235,0.6281,77,77.0000,1.0000,0.0000,5→3,2.3300,139.9249,13.2235,0.0945,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2034,6,7,6→7,1,9.5334,0,0.9729,0.012121,0.0596,0.1522,0.0000,6→7,9.5334,113.4260,27.1392,0.2393,75,75.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,2035,2,3,2→4→1→3,3,14.2844,1,0.5206,0.021007,0.0441,0.0601,38.9198,2→4,8.1086,182.5800,65.7641,0.3602,51,51.0000,1.0000,0.0000,4→1,1.5505,31.7848,29.1557,0.9173,28,28.0000,1.0000,38.9198,1→3,4.6253,83.1491,29.1557,0.3506,59,59.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
